CMDLINE /usr/bin/python3 yh_get_all_sym.py
MEM 82.082031 1694685097.4678
MEM 82.082031 1694685097.5684
MEM 82.082031 1694685097.6693
MEM 82.082031 1694685097.7701
MEM 82.082031 1694685097.8710
MEM 82.082031 1694685097.9720
MEM 82.082031 1694685098.0730
MEM 82.082031 1694685098.1739
MEM 82.082031 1694685098.2748
MEM 82.082031 1694685098.3757
MEM 82.082031 1694685098.4767
MEM 82.082031 1694685098.5774
MEM 82.082031 1694685098.6781
MEM 82.082031 1694685098.7788
MEM 82.082031 1694685098.8799
MEM 82.082031 1694685098.9808
MEM 82.082031 1694685099.0815
MEM 82.082031 1694685099.1823
MEM 82.082031 1694685099.2830
MEM 82.082031 1694685099.3848
MEM 86.582031 1694685099.4855
MEM 86.582031 1694685099.5863
MEM 86.582031 1694685099.6870
MEM 86.582031 1694685099.7877
MEM 86.582031 1694685099.8885
MEM 86.582031 1694685099.9894
MEM 86.582031 1694685100.0902
MEM 86.582031 1694685100.1911
MEM 86.582031 1694685100.2920
MEM 86.582031 1694685100.3929
MEM 86.582031 1694685100.4936
MEM 86.582031 1694685100.5943
MEM 86.582031 1694685100.6952
MEM 86.582031 1694685100.7959
MEM 86.582031 1694685100.8966
MEM 86.582031 1694685100.9973
MEM 86.582031 1694685101.0979
MEM 86.582031 1694685101.1986
MEM 86.582031 1694685101.2995
MEM 86.707031 1694685101.4003
MEM 86.707031 1694685101.5011
MEM 86.707031 1694685101.6018
MEM 86.707031 1694685101.7025
MEM 74.628906 1694685101.8035
MEM 74.628906 1694685101.9043
MEM 74.628906 1694685102.0052
MEM 74.628906 1694685102.1058
MEM 74.628906 1694685102.2068
MEM 74.628906 1694685102.3078
MEM 74.628906 1694685102.4088
MEM 74.628906 1694685102.5096
MEM 74.628906 1694685102.6105
MEM 74.628906 1694685102.7113
MEM 74.628906 1694685102.8123
MEM 74.628906 1694685102.9130
MEM 74.628906 1694685103.0137
MEM 77.503906 1694685103.1143
MEM 77.503906 1694685103.2150
MEM 77.503906 1694685103.3159
MEM 77.503906 1694685103.4169
MEM 77.503906 1694685103.5176
MEM 77.503906 1694685103.6184
MEM 80.628906 1694685103.7191
MEM 80.628906 1694685103.8199
MEM 80.628906 1694685103.9205
MEM 80.628906 1694685104.0210
MEM 80.628906 1694685104.1218
MEM 80.628906 1694685104.2225
MEM 80.628906 1694685104.3233
MEM 80.628906 1694685104.4241
MEM 80.628906 1694685104.5250
MEM 80.628906 1694685104.6256
MEM 80.628906 1694685104.7263
MEM 80.628906 1694685104.8270
MEM 80.628906 1694685104.9278
MEM 80.628906 1694685105.0287
MEM 80.628906 1694685105.1295
MEM 80.628906 1694685105.2303
MEM 80.628906 1694685105.3312
MEM 80.753906 1694685105.4318
MEM 80.753906 1694685105.5325
MEM 80.753906 1694685105.6333
MEM 80.753906 1694685105.7340
MEM 80.753906 1694685105.8349
MEM 80.753906 1694685105.9356
MEM 80.753906 1694685106.0363
MEM 80.753906 1694685106.1370
MEM 80.753906 1694685106.2376
MEM 80.753906 1694685106.3383
MEM 80.753906 1694685106.4391
MEM 80.753906 1694685106.5400
MEM 80.753906 1694685106.6409
MEM 80.753906 1694685106.7417
MEM 80.753906 1694685106.8426
MEM 80.753906 1694685106.9435
MEM 80.753906 1694685107.0443
MEM 80.753906 1694685107.1452
MEM 80.753906 1694685107.2459
MEM 80.753906 1694685107.3468
MEM 80.753906 1694685107.4475
MEM 80.753906 1694685107.5483
MEM 80.753906 1694685107.6491
MEM 80.753906 1694685107.7499
MEM 82.128906 1694685107.8507
MEM 83.628906 1694685107.9515
MEM 83.628906 1694685108.0522
MEM 83.628906 1694685108.1528
MEM 83.628906 1694685108.2537
MEM 83.628906 1694685108.3545
MEM 83.628906 1694685108.4554
MEM 83.628906 1694685108.5562
MEM 83.628906 1694685108.6571
MEM 83.628906 1694685108.7579
MEM 83.628906 1694685108.8586
MEM 83.628906 1694685108.9596
MEM 83.628906 1694685109.0605
MEM 83.628906 1694685109.1614
MEM 83.628906 1694685109.2622
MEM 83.628906 1694685109.3634
MEM 83.628906 1694685109.4641
MEM 83.628906 1694685109.5648
MEM 83.628906 1694685109.6655
MEM 83.628906 1694685109.7664
MEM 83.628906 1694685109.8672
MEM 83.628906 1694685109.9681
MEM 83.628906 1694685110.0691
MEM 74.640625 1694685110.1699
MEM 74.640625 1694685110.2707
MEM 74.640625 1694685110.3714
MEM 74.640625 1694685110.4722
MEM 74.640625 1694685110.5731
MEM 74.640625 1694685110.6739
MEM 74.640625 1694685110.7748
MEM 74.640625 1694685110.8757
MEM 74.640625 1694685110.9765
MEM 74.640625 1694685111.0773
MEM 74.640625 1694685111.1781
MEM 74.640625 1694685111.2791
MEM 74.640625 1694685111.3799
MEM 74.640625 1694685111.4807
MEM 77.765625 1694685111.5813
MEM 77.765625 1694685111.6821
MEM 77.765625 1694685111.7828
MEM 77.765625 1694685111.8837
MEM 77.765625 1694685111.9844
MEM 77.765625 1694685112.0853
MEM 81.015625 1694685112.1861
MEM 81.015625 1694685112.2869
MEM 81.015625 1694685112.3876
MEM 81.015625 1694685112.4885
MEM 81.015625 1694685112.5895
MEM 81.015625 1694685112.6902
MEM 81.015625 1694685112.7911
MEM 81.015625 1694685112.8918
MEM 81.015625 1694685112.9927
MEM 81.015625 1694685113.0935
MEM 81.015625 1694685113.1942
MEM 81.015625 1694685113.2951
MEM 81.015625 1694685113.3960
MEM 81.015625 1694685113.4970
MEM 81.015625 1694685113.5978
MEM 81.015625 1694685113.6985
MEM 81.015625 1694685113.7993
MEM 81.015625 1694685113.9000
MEM 81.015625 1694685114.0009
MEM 81.015625 1694685114.1017
MEM 81.015625 1694685114.2024
MEM 81.015625 1694685114.3031
MEM 81.015625 1694685114.4041
MEM 81.015625 1694685114.5051
MEM 74.601562 1694685114.6059
MEM 74.601562 1694685114.7065
MEM 74.601562 1694685114.8072
MEM 74.601562 1694685114.9079
MEM 74.601562 1694685115.0089
MEM 74.601562 1694685115.1099
MEM 74.601562 1694685115.2107
MEM 74.601562 1694685115.3117
MEM 74.601562 1694685115.4125
MEM 74.601562 1694685115.5133
MEM 74.601562 1694685115.6142
MEM 74.601562 1694685115.7150
MEM 74.601562 1694685115.8157
MEM 74.601562 1694685115.9164
MEM 77.726562 1694685116.0172
MEM 77.726562 1694685116.1179
MEM 77.726562 1694685116.2187
MEM 77.726562 1694685116.3194
MEM 77.726562 1694685116.4202
MEM 77.726562 1694685116.5211
MEM 84.226562 1694685116.6219
MEM 84.226562 1694685116.7227
MEM 84.226562 1694685116.8235
MEM 84.226562 1694685116.9242
MEM 84.226562 1694685117.0251
MEM 84.226562 1694685117.1260
MEM 84.226562 1694685117.2268
MEM 84.226562 1694685117.3276
MEM 84.226562 1694685117.4284
MEM 84.226562 1694685117.5292
MEM 84.226562 1694685117.6303
MEM 84.226562 1694685117.7312
MEM 84.226562 1694685117.8322
MEM 84.226562 1694685117.9330
MEM 84.226562 1694685118.0339
MEM 84.226562 1694685118.1347
MEM 84.226562 1694685118.2354
MEM 84.226562 1694685118.3364
MEM 84.226562 1694685118.4371
MEM 84.226562 1694685118.5379
MEM 84.226562 1694685118.6388
MEM 84.226562 1694685118.7396
MEM 84.226562 1694685118.8404
MEM 84.226562 1694685118.9416
MEM 84.226562 1694685119.0425
MEM 74.593750 1694685119.1433
MEM 74.593750 1694685119.2440
MEM 74.593750 1694685119.3446
MEM 74.593750 1694685119.4452
MEM 74.593750 1694685119.5461
MEM 74.593750 1694685119.6470
MEM 74.593750 1694685119.7479
MEM 74.593750 1694685119.8489
MEM 74.593750 1694685119.9497
MEM 74.593750 1694685120.0506
MEM 74.593750 1694685120.1514
MEM 74.593750 1694685120.2520
MEM 77.343750 1694685120.3527
MEM 77.343750 1694685120.4535
MEM 77.343750 1694685120.5542
MEM 77.343750 1694685120.6550
MEM 77.343750 1694685120.7562
MEM 77.343750 1694685120.8571
MEM 77.343750 1694685120.9579
MEM 80.218750 1694685121.0596
MEM 80.218750 1694685121.1602
MEM 80.218750 1694685121.2609
MEM 80.218750 1694685121.3616
MEM 80.218750 1694685121.4626
MEM 80.218750 1694685121.5633
MEM 80.218750 1694685121.6642
MEM 80.218750 1694685121.7652
MEM 80.218750 1694685121.8661
MEM 80.218750 1694685121.9668
MEM 80.218750 1694685122.0676
MEM 80.218750 1694685122.1685
MEM 80.218750 1694685122.2691
MEM 80.218750 1694685122.3700
MEM 80.218750 1694685122.4708
MEM 80.218750 1694685122.5717
MEM 80.218750 1694685122.6726
MEM 80.218750 1694685122.7739
MEM 80.218750 1694685122.8747
MEM 80.218750 1694685122.9754
MEM 80.218750 1694685123.0763
MEM 80.218750 1694685123.1770
MEM 80.218750 1694685123.2778
MEM 81.593750 1694685123.3786
MEM 74.703125 1694685123.4794
MEM 74.703125 1694685123.5800
MEM 74.703125 1694685123.6808
MEM 74.703125 1694685123.7815
MEM 74.703125 1694685123.8822
MEM 74.703125 1694685123.9829
MEM 74.703125 1694685124.0836
MEM 74.703125 1694685124.1843
MEM 74.703125 1694685124.2850
MEM 74.703125 1694685124.3857
MEM 74.703125 1694685124.4864
MEM 76.078125 1694685124.5871
MEM 76.078125 1694685124.6879
MEM 76.078125 1694685124.7887
MEM 76.078125 1694685124.8893
MEM 76.078125 1694685124.9927
MEM 76.078125 1694685125.0935
MEM 78.953125 1694685125.1942
MEM 78.953125 1694685125.2951
MEM 78.953125 1694685125.3960
MEM 78.953125 1694685125.4967
MEM 78.953125 1694685125.5975
MEM 78.953125 1694685125.6983
MEM 78.953125 1694685125.7990
MEM 78.953125 1694685125.8997
MEM 78.953125 1694685126.0003
MEM 78.953125 1694685126.1010
MEM 78.953125 1694685126.2017
MEM 78.953125 1694685126.3024
MEM 78.953125 1694685126.4031
MEM 78.953125 1694685126.5039
MEM 78.953125 1694685126.6047
MEM 78.953125 1694685126.7055
MEM 78.953125 1694685126.8063
MEM 78.953125 1694685126.9070
MEM 78.953125 1694685127.0077
MEM 78.953125 1694685127.1085
MEM 78.953125 1694685127.2093
MEM 78.953125 1694685127.3101
MEM 78.953125 1694685127.4119
MEM 78.953125 1694685127.5127
MEM 78.953125 1694685127.6135
MEM 78.953125 1694685127.7141
MEM 78.953125 1694685127.8149
MEM 78.953125 1694685127.9159
MEM 78.953125 1694685128.0166
MEM 78.953125 1694685128.1173
MEM 78.953125 1694685128.2180
MEM 78.953125 1694685128.3187
MEM 78.953125 1694685128.4194
MEM 78.953125 1694685128.5201
MEM 78.953125 1694685128.6209
MEM 78.953125 1694685128.7216
MEM 78.953125 1694685128.8224
MEM 78.953125 1694685128.9232
MEM 78.953125 1694685129.0244
MEM 78.953125 1694685129.1251
MEM 78.953125 1694685129.2259
MEM 78.953125 1694685129.3265
MEM 78.953125 1694685129.4272
MEM 78.953125 1694685129.5280
MEM 78.953125 1694685129.6288
MEM 78.953125 1694685129.7297
MEM 79.203125 1694685129.8305
MEM 79.203125 1694685129.9312
MEM 79.203125 1694685130.0320
MEM 79.203125 1694685130.1328
MEM 79.203125 1694685130.2336
MEM 79.203125 1694685130.3344
MEM 79.203125 1694685130.4352
MEM 79.203125 1694685130.5359
MEM 79.203125 1694685130.6368
MEM 79.203125 1694685130.7375
MEM 79.203125 1694685130.8382
MEM 79.203125 1694685130.9389
MEM 79.203125 1694685131.0397
MEM 79.203125 1694685131.1405
MEM 79.203125 1694685131.2413
MEM 79.203125 1694685131.3419
MEM 79.203125 1694685131.4426
MEM 79.203125 1694685131.5438
MEM 79.203125 1694685131.6444
MEM 79.203125 1694685131.7452
MEM 79.203125 1694685131.8461
MEM 79.203125 1694685131.9469
MEM 79.203125 1694685132.0476
MEM 79.203125 1694685132.1484
MEM 79.203125 1694685132.2492
MEM 79.203125 1694685132.3500
MEM 79.203125 1694685132.4508
MEM 79.203125 1694685132.5515
MEM 79.203125 1694685132.6522
MEM 79.203125 1694685132.7531
MEM 79.203125 1694685132.8537
MEM 79.203125 1694685132.9546
MEM 79.203125 1694685133.0555
MEM 79.203125 1694685133.1563
MEM 79.203125 1694685133.2572
MEM 79.203125 1694685133.3579
MEM 79.203125 1694685133.4586
MEM 79.203125 1694685133.5594
MEM 79.203125 1694685133.6602
MEM 79.203125 1694685133.7610
MEM 79.203125 1694685133.8618
MEM 79.203125 1694685133.9626
MEM 79.203125 1694685134.0632
MEM 79.203125 1694685134.1639
MEM 79.203125 1694685134.2647
MEM 79.203125 1694685134.3653
MEM 79.203125 1694685134.4660
MEM 79.203125 1694685134.5668
MEM 79.203125 1694685134.6675
MEM 79.203125 1694685134.7682
MEM 79.203125 1694685134.8691
MEM 79.203125 1694685134.9698
MEM 79.203125 1694685135.0706
MEM 79.203125 1694685135.1716
MEM 79.203125 1694685135.2724
MEM 79.203125 1694685135.3758
MEM 79.203125 1694685135.4781
MEM 79.328125 1694685135.5789
MEM 79.328125 1694685135.6796
MEM 79.328125 1694685135.7803
MEM 79.328125 1694685135.8812
MEM 79.328125 1694685135.9819
MEM 79.328125 1694685136.0827
MEM 79.328125 1694685136.1834
MEM 79.328125 1694685136.2841
MEM 79.328125 1694685136.3849
MEM 79.328125 1694685136.4857
MEM 79.328125 1694685136.5865
MEM 79.328125 1694685136.6872
MEM 79.328125 1694685136.7881
MEM 79.328125 1694685136.8888
MEM 79.328125 1694685136.9895
MEM 79.328125 1694685137.0902
MEM 79.328125 1694685137.1910
MEM 79.453125 1694685137.2916
MEM 79.453125 1694685137.3923
MEM 79.453125 1694685137.4930
MEM 79.453125 1694685137.5938
MEM 79.453125 1694685137.6949
MEM 79.453125 1694685137.7957
MEM 79.453125 1694685137.8964
MEM 79.453125 1694685137.9973
MEM 79.453125 1694685138.0979
MEM 79.453125 1694685138.1987
MEM 79.453125 1694685138.2994
MEM 79.453125 1694685138.4003
MEM 79.453125 1694685138.5009
MEM 79.453125 1694685138.6017
MEM 79.453125 1694685138.7025
MEM 79.453125 1694685138.8033
MEM 79.453125 1694685138.9040
MEM 79.453125 1694685139.0051
MEM 79.453125 1694685139.1058
MEM 79.453125 1694685139.2066
MEM 79.453125 1694685139.3073
MEM 79.453125 1694685139.4081
MEM 79.453125 1694685139.5090
MEM 79.453125 1694685139.6098
MEM 79.453125 1694685139.7105
MEM 79.453125 1694685139.8112
MEM 79.453125 1694685139.9119
MEM 79.453125 1694685140.0127
MEM 79.453125 1694685140.1133
MEM 79.453125 1694685140.2142
MEM 79.453125 1694685140.3151
MEM 79.453125 1694685140.4157
MEM 79.453125 1694685140.5164
MEM 79.453125 1694685140.6172
MEM 79.453125 1694685140.7180
MEM 79.453125 1694685140.8190
MEM 79.453125 1694685140.9199
MEM 79.453125 1694685141.0209
MEM 79.453125 1694685141.1216
MEM 79.453125 1694685141.2223
MEM 79.453125 1694685141.3230
MEM 79.453125 1694685141.4237
MEM 79.453125 1694685141.5244
MEM 79.453125 1694685141.6253
MEM 79.453125 1694685141.7260
MEM 79.453125 1694685141.8267
MEM 79.453125 1694685141.9277
MEM 79.453125 1694685142.0284
MEM 79.453125 1694685142.1293
MEM 79.453125 1694685142.2301
MEM 79.453125 1694685142.3309
MEM 79.453125 1694685142.4317
MEM 79.453125 1694685142.5324
MEM 79.453125 1694685142.6332
MEM 79.453125 1694685142.7340
MEM 79.453125 1694685142.8348
MEM 79.453125 1694685142.9355
MEM 79.453125 1694685143.0362
MEM 79.453125 1694685143.1370
MEM 79.453125 1694685143.2377
MEM 79.453125 1694685143.3387
MEM 79.453125 1694685143.4394
MEM 79.453125 1694685143.5402
MEM 79.453125 1694685143.6410
MEM 79.453125 1694685143.7417
MEM 79.453125 1694685143.8424
MEM 79.453125 1694685143.9436
MEM 79.453125 1694685144.0443
MEM 79.453125 1694685144.1450
MEM 79.453125 1694685144.2458
MEM 79.453125 1694685144.3467
MEM 79.453125 1694685144.4495
MEM 79.453125 1694685144.5507
MEM 79.453125 1694685144.6515
MEM 79.453125 1694685144.7524
MEM 79.453125 1694685144.8532
MEM 79.453125 1694685144.9540
MEM 79.453125 1694685145.0548
MEM 79.453125 1694685145.1556
MEM 79.453125 1694685145.2563
MEM 79.453125 1694685145.3573
MEM 79.453125 1694685145.4581
MEM 79.453125 1694685145.5588
MEM 79.453125 1694685145.6596
MEM 79.453125 1694685145.7604
MEM 79.453125 1694685145.8611
MEM 79.453125 1694685145.9619
MEM 79.453125 1694685146.0626
MEM 79.453125 1694685146.1634
MEM 79.453125 1694685146.2641
MEM 79.453125 1694685146.3648
MEM 79.453125 1694685146.4656
MEM 79.453125 1694685146.5663
MEM 79.453125 1694685146.6669
MEM 79.453125 1694685146.7677
MEM 79.453125 1694685146.8706
MEM 79.453125 1694685146.9713
MEM 81.078125 1694685147.0722
MEM 82.078125 1694685147.1731
MEM 82.078125 1694685147.2738
MEM 82.078125 1694685147.3744
MEM 82.078125 1694685147.4750
MEM 82.078125 1694685147.5758
MEM 82.078125 1694685147.6767
MEM 82.078125 1694685147.7774
MEM 82.078125 1694685147.8782
MEM 82.078125 1694685147.9789
MEM 82.078125 1694685148.0796
MEM 82.078125 1694685148.1804
MEM 82.078125 1694685148.2813
MEM 82.078125 1694685148.3820
MEM 82.078125 1694685148.4831
MEM 82.078125 1694685148.5840
MEM 82.078125 1694685148.6849
MEM 82.078125 1694685148.7858
MEM 82.078125 1694685148.8866
MEM 82.078125 1694685148.9883
MEM 82.078125 1694685149.0892
MEM 82.078125 1694685149.1899
MEM 82.078125 1694685149.2908
MEM 82.078125 1694685149.3916
MEM 82.078125 1694685149.4925
MEM 82.078125 1694685149.5933
MEM 82.078125 1694685149.6946
MEM 82.078125 1694685149.7957
MEM 82.078125 1694685149.8964
MEM 75.085938 1694685149.9972
MEM 75.085938 1694685150.0978
MEM 75.085938 1694685150.1984
MEM 75.085938 1694685150.2992
MEM 75.085938 1694685150.4000
MEM 75.085938 1694685150.5010
MEM 75.085938 1694685150.6018
MEM 75.085938 1694685150.7027
MEM 75.085938 1694685150.8035
MEM 75.085938 1694685150.9044
MEM 75.085938 1694685151.0052
MEM 75.085938 1694685151.1058
MEM 75.085938 1694685151.2066
MEM 75.085938 1694685151.3073
MEM 77.585938 1694685151.4081
MEM 77.585938 1694685151.5088
MEM 77.585938 1694685151.6095
MEM 77.585938 1694685151.7103
MEM 77.585938 1694685151.8110
MEM 77.585938 1694685151.9119
MEM 77.585938 1694685152.0128
MEM 86.460938 1694685152.1137
MEM 86.460938 1694685152.2145
MEM 86.460938 1694685152.3152
MEM 86.460938 1694685152.4159
MEM 86.460938 1694685152.5168
MEM 86.460938 1694685152.6175
MEM 86.460938 1694685152.7183
MEM 86.460938 1694685152.8190
MEM 86.460938 1694685152.9199
MEM 86.460938 1694685153.0208
MEM 86.460938 1694685153.1215
MEM 86.460938 1694685153.2222
MEM 86.460938 1694685153.3229
MEM 86.460938 1694685153.4236
MEM 86.460938 1694685153.5243
MEM 86.460938 1694685153.6252
MEM 86.460938 1694685153.7259
MEM 86.460938 1694685153.8265
MEM 86.460938 1694685153.9273
MEM 86.460938 1694685154.0281
MEM 86.460938 1694685154.1291
MEM 86.460938 1694685154.2298
MEM 86.460938 1694685154.3305
MEM 79.414062 1694685154.4312
MEM 79.414062 1694685154.5319
MEM 79.414062 1694685154.6325
MEM 79.414062 1694685154.7332
MEM 79.414062 1694685154.8339
MEM 79.414062 1694685154.9350
MEM 79.414062 1694685155.0360
MEM 79.414062 1694685155.1369
MEM 79.414062 1694685155.2376
MEM 79.414062 1694685155.3383
MEM 79.414062 1694685155.4392
MEM 79.414062 1694685155.5398
MEM 79.414062 1694685155.6406
MEM 79.414062 1694685155.7415
MEM 79.414062 1694685155.8422
MEM 79.414062 1694685155.9429
MEM 79.414062 1694685156.0437
MEM 79.414062 1694685156.1445
MEM 79.414062 1694685156.2452
MEM 79.414062 1694685156.3461
MEM 79.414062 1694685156.4497
MEM 84.164062 1694685156.5505
MEM 84.164062 1694685156.6513
MEM 84.164062 1694685156.7520
MEM 84.164062 1694685156.8529
MEM 84.164062 1694685156.9536
MEM 84.164062 1694685157.0544
MEM 84.164062 1694685157.1553
MEM 84.164062 1694685157.2560
MEM 84.164062 1694685157.3568
MEM 84.164062 1694685157.4575
MEM 84.164062 1694685157.5583
MEM 84.164062 1694685157.6591
MEM 84.164062 1694685157.7599
MEM 84.164062 1694685157.8607
MEM 84.164062 1694685157.9620
MEM 84.164062 1694685158.0626
MEM 84.164062 1694685158.1633
MEM 84.164062 1694685158.2640
MEM 84.164062 1694685158.3647
MEM 84.164062 1694685158.4655
MEM 84.164062 1694685158.5692
MEM 84.164062 1694685158.6699
MEM 75.011719 1694685158.7707
MEM 75.011719 1694685158.8715
MEM 75.011719 1694685158.9722
MEM 75.011719 1694685159.0729
MEM 75.011719 1694685159.1736
MEM 75.011719 1694685159.2743
MEM 75.011719 1694685159.3751
MEM 75.011719 1694685159.4758
MEM 75.011719 1694685159.5767
MEM 75.011719 1694685159.6776
MEM 75.011719 1694685159.7783
MEM 75.011719 1694685159.8791
MEM 75.011719 1694685159.9797
MEM 77.886719 1694685160.0803
MEM 78.011719 1694685160.1811
MEM 78.011719 1694685160.2818
MEM 78.011719 1694685160.3825
MEM 78.011719 1694685160.4869
MEM 78.011719 1694685160.5879
MEM 78.011719 1694685160.6887
MEM 84.136719 1694685160.7894
MEM 84.136719 1694685160.8901
MEM 84.136719 1694685160.9908
MEM 84.261719 1694685161.0916
MEM 84.261719 1694685161.1925
MEM 84.261719 1694685161.2930
MEM 84.261719 1694685161.3937
MEM 84.261719 1694685161.4944
MEM 84.261719 1694685161.5953
MEM 84.261719 1694685161.6962
MEM 84.261719 1694685161.7971
MEM 84.261719 1694685161.8979
MEM 84.261719 1694685161.9986
MEM 84.261719 1694685162.0993
MEM 84.261719 1694685162.2001
MEM 84.261719 1694685162.3007
MEM 84.261719 1694685162.4015
MEM 84.261719 1694685162.5022
MEM 84.261719 1694685162.6039
MEM 84.261719 1694685162.7045
MEM 84.261719 1694685162.8052
MEM 84.261719 1694685162.9061
MEM 75.179688 1694685163.0067
MEM 75.179688 1694685163.1074
MEM 75.179688 1694685163.2081
MEM 75.179688 1694685163.3088
MEM 75.179688 1694685163.4095
MEM 75.179688 1694685163.5103
MEM 75.179688 1694685163.6110
MEM 75.179688 1694685163.7118
MEM 75.179688 1694685163.8129
MEM 75.179688 1694685163.9138
MEM 75.179688 1694685164.0144
MEM 78.054688 1694685164.1151
MEM 78.054688 1694685164.2158
MEM 78.054688 1694685164.3167
MEM 78.054688 1694685164.4174
MEM 78.054688 1694685164.5181
MEM 80.929688 1694685164.6190
MEM 80.929688 1694685164.7198
MEM 80.929688 1694685164.8204
MEM 80.929688 1694685164.9212
MEM 80.929688 1694685165.0219
MEM 80.929688 1694685165.1228
MEM 80.929688 1694685165.2236
MEM 80.929688 1694685165.3244
MEM 80.929688 1694685165.4253
MEM 80.929688 1694685165.5261
MEM 80.929688 1694685165.6269
MEM 80.929688 1694685165.7276
MEM 80.929688 1694685165.8284
MEM 80.929688 1694685165.9293
MEM 80.929688 1694685166.0311
MEM 80.929688 1694685166.1319
MEM 80.929688 1694685166.2326
MEM 80.929688 1694685166.3334
MEM 80.929688 1694685166.4342
MEM 80.929688 1694685166.5349
MEM 80.929688 1694685166.6357
MEM 80.929688 1694685166.7365
MEM 80.929688 1694685166.8376
MEM 80.929688 1694685166.9384
MEM 80.929688 1694685167.0391
MEM 80.929688 1694685167.1399
MEM 80.929688 1694685167.2406
MEM 80.929688 1694685167.3413
MEM 80.929688 1694685167.4422
MEM 80.929688 1694685167.5430
MEM 80.929688 1694685167.6439
MEM 80.929688 1694685167.7449
MEM 80.929688 1694685167.8456
MEM 80.929688 1694685167.9463
MEM 80.929688 1694685168.0471
MEM 80.929688 1694685168.1480
MEM 80.929688 1694685168.2488
MEM 80.929688 1694685168.3494
MEM 80.929688 1694685168.4501
MEM 80.929688 1694685168.5511
MEM 80.929688 1694685168.6519
MEM 81.179688 1694685168.7526
MEM 81.179688 1694685168.8533
MEM 81.179688 1694685168.9540
MEM 81.179688 1694685169.0549
MEM 81.179688 1694685169.1557
MEM 81.179688 1694685169.2566
MEM 81.179688 1694685169.3574
MEM 81.179688 1694685169.4582
MEM 81.179688 1694685169.5591
MEM 81.179688 1694685169.6599
MEM 81.179688 1694685169.7608
MEM 81.179688 1694685169.8616
MEM 81.179688 1694685169.9624
MEM 81.179688 1694685170.0631
MEM 81.179688 1694685170.1640
MEM 81.179688 1694685170.2650
MEM 81.179688 1694685170.3658
MEM 81.179688 1694685170.4666
MEM 81.179688 1694685170.5673
MEM 81.179688 1694685170.6681
MEM 81.179688 1694685170.7690
MEM 81.179688 1694685170.8697
MEM 81.179688 1694685170.9706
MEM 81.179688 1694685171.0713
MEM 81.179688 1694685171.1720
MEM 81.179688 1694685171.2728
MEM 81.179688 1694685171.3734
MEM 81.179688 1694685171.4741
MEM 81.179688 1694685171.5749
MEM 81.179688 1694685171.6758
MEM 81.179688 1694685171.7768
MEM 81.179688 1694685171.8776
MEM 81.179688 1694685171.9785
MEM 81.179688 1694685172.0791
MEM 81.179688 1694685172.1800
MEM 81.179688 1694685172.2809
MEM 81.179688 1694685172.3817
MEM 81.179688 1694685172.4824
MEM 81.179688 1694685172.5831
MEM 81.179688 1694685172.6838
MEM 81.179688 1694685172.7846
MEM 81.179688 1694685172.8855
MEM 81.179688 1694685172.9863
MEM 81.429688 1694685173.0873
MEM 81.429688 1694685173.1879
MEM 81.429688 1694685173.2887
MEM 81.429688 1694685173.3894
MEM 81.429688 1694685173.4902
MEM 81.429688 1694685173.5911
MEM 81.429688 1694685173.6919
MEM 81.429688 1694685173.7928
MEM 81.429688 1694685173.8936
MEM 81.429688 1694685173.9945
MEM 81.429688 1694685174.0954
MEM 81.429688 1694685174.1965
MEM 81.429688 1694685174.2974
MEM 81.429688 1694685174.3983
MEM 81.429688 1694685174.4992
MEM 81.429688 1694685174.6000
MEM 81.429688 1694685174.7008
MEM 81.429688 1694685174.8015
MEM 81.429688 1694685174.9022
MEM 81.429688 1694685175.0029
MEM 81.429688 1694685175.1037
MEM 81.429688 1694685175.2045
MEM 81.429688 1694685175.3052
MEM 81.429688 1694685175.4063
MEM 81.429688 1694685175.5072
MEM 81.429688 1694685175.6079
MEM 81.429688 1694685175.7085
MEM 81.429688 1694685175.8092
MEM 81.429688 1694685175.9105
MEM 81.429688 1694685176.0114
MEM 81.429688 1694685176.1122
MEM 81.429688 1694685176.2132
MEM 81.429688 1694685176.3140
MEM 81.429688 1694685176.4149
MEM 81.429688 1694685176.5156
MEM 81.429688 1694685176.6165
MEM 81.429688 1694685176.7173
MEM 81.429688 1694685176.8182
MEM 81.429688 1694685176.9191
MEM 81.429688 1694685177.0199
MEM 81.429688 1694685177.1208
MEM 81.429688 1694685177.2214
MEM 81.429688 1694685177.3223
MEM 81.429688 1694685177.4236
MEM 81.429688 1694685177.5245
MEM 81.429688 1694685177.6251
MEM 81.429688 1694685177.7259
MEM 81.429688 1694685177.8267
MEM 82.804688 1694685177.9274
MEM 82.804688 1694685178.0282
MEM 82.804688 1694685178.1291
MEM 82.804688 1694685178.2300
MEM 82.804688 1694685178.3307
MEM 82.804688 1694685178.4316
MEM 82.804688 1694685178.5323
MEM 82.804688 1694685178.6331
MEM 82.804688 1694685178.7341
MEM 82.804688 1694685178.8350
MEM 82.804688 1694685178.9359
MEM 82.804688 1694685179.0366
MEM 82.804688 1694685179.1375
MEM 82.804688 1694685179.2383
MEM 82.804688 1694685179.3391
MEM 82.804688 1694685179.4405
MEM 82.804688 1694685179.5426
MEM 82.804688 1694685179.6433
MEM 82.804688 1694685179.7443
MEM 82.804688 1694685179.8451
MEM 82.804688 1694685179.9457
MEM 82.804688 1694685180.0468
MEM 82.804688 1694685180.1474
